pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year,density_proxy,spectral_class,pl_orbeccen_filled,flux_score,temp_score,radius_score,density_score,eccentricity_score,stellar_score,EHS
GJ 4274 b,GJ 4274,1.53,2.97,0.0153,,548.53,14.7,3228.0,0.19,0.18,0.12,M4.5 V,2026.0,0.8292436544013991,M,0.0,0.15068837243831115,0.3406164341773762,0.6769628453511041,0.9129100679998807,1.0,0.5,0.5074789558152619
Kepler-523 b,Kepler-523,1.96,4.5,0.06159,0.0,884.0,149.135,5515.0,0.86,0.93,2.45,,2016.0,0.5976463888345843,,0.0,0.0014134332724099624,0.007115267155053347,0.27803730045319414,0.6029618575062429,1.0,,0.25609418540044265
GJ 724 b,GJ 724,3.27,10.75,0.04685,0.577,611.0,23.32,3799.0,0.52226,0.5271,,M1.0 V,2023.0,0.3074434226169052,M,0.577,0.07440972915546587,0.20511181695207692,0.0007795407797602017,0.2233850834338777,0.15729919987393254,0.5,0.1728491321660149
Kepler-896 c,Kepler-896,3.15,10.1,0.1792,0.0,515.0,16.56,5510.0,0.803,0.877,7.59,,2023.0,0.3231392498210336,,0.0,0.12694021902888547,0.42955735821073915,0.0016284300482412124,0.23890507425650653,1.0,,0.2845443762760801
HD 34445 c,HD 34445,8.42,53.5,0.7181,0.036,390.12,3.8979,5836.0,1.38,1.07,8.5,G0 V,2017.0,0.089622593529502,G,0.036,0.6157990449319675,0.795950978367212,6.176000783443309e-34,0.07502308262883421,0.9928258579038134,1.0,0.569924850959699
TOI-1842 b,TOI-1842,12.3485023,89.4,0.1,0.276,1199.55,354.639,6039.0,2.032,1.4643,2.5,,2021.0,0.0474782450778704,,0.276,0.00011979390777177826,1.434392885983816e-05,2.0724146022687705e-78,0.05870060224444428,0.6549476304858831,,0.08399722415970311
Kepler-385 b,Kepler-385,2.73,12.8,0.097,0.0,951.0,143.919,6326.0,1.126,0.992,3.31,,2014.0,0.6291033944698962,,0.0,0.0015512197610034826,0.0023456329471668582,0.015657495115004038,0.6505816874697692,1.0,,0.19887835211724936
TOI-4588 b,TOI-4588,2.92922558,8.9,0.1376,0.0,1768.0,2310.43,7746.12,1.57458,2.018,0.86,,2026.0,0.3541045869784469,,0.0,1.4972205714585396e-07,3.739656300429282e-13,0.005688428225665832,0.2715279320945376,1.0,,0.1509300191590306
Kepler-1715 b,Kepler-1715,4.14042267,16.0,0.22429,0.0,646.0,53.0,6212.0,1.209,1.082,3.47,,2021.0,0.2254166281751392,,0.0,0.016093441716386287,0.14793053108119075,1.1251707470371273e-06,0.15336483943298648,1.0,,0.17523079485033266
HD 151450 c,HD 151450,12.8,1636.18063924,14.131,0.138,84.59,0.0085,6091.98,1.17184,1.14,,,2022.0,0.7801917263221738,,0.138,0.0025939028487125407,0.6955901888064899,1.0286619937923687e-84,0.8598593142664551,0.8996045509952315,,0.3714269411760527
Kepler-1885 b,Kepler-1885,1.51110555,2.89,0.036,0.0,1205.0,499.07,5591.0,0.86,0.977,0.9,,2021.0,0.8375552028272718,,0.0,4.062139426033415e-05,1.2607105177048523e-05,0.6957131159209623,0.9208450707390512,1.0,,0.38969389062082127
HD 27631 b,HD 27631,13.5,495.81231492,3.242,0.141,147.61,0.0836,5737.0,0.923,0.944,4.01,G3 IV/V,2012.0,0.2015190021521109,G,0.141,0.19921155503263832,0.8657512505331494,5.650222616572702e-95,0.13636608614844203,0.8954311006252471,1.0,0.4761328575421584
Kepler-635 b,Kepler-635,2.64,7.46,0.18332,0.0,802.0,193.927,6174.0,1.51,1.33,2.34,,2016.0,0.4054404235189359,,0.0,0.0006971870631511624,0.023751430945016028,0.023859911879380226,0.33131327329418964,1.0,,0.16803281489421884
Kepler-785 b,Kepler-785,13.02,,0.025,0.0,753.0,163.862,4739.0,0.71,0.77,2.82,,2016.0,,,0.0,0.0011016000522621494,0.045046949989748696,7.101215462193097e-88,,1.0,,0.14571305334802037
Kepler-165 c,Kepler-165,2.23,5.6,0.11,0.0,581.0,25.931,5211.0,0.77,0.746,10.5,,2014.0,0.5049791394019261,,0.0,0.062272893260791995,0.2648875189223592,0.12230345334690061,0.4649768480215926,1.0,,0.2817695324367167
Kepler-1500 b,Kepler-1500,1.2,1.87,0.1236,0.0,928.0,131.818,5845.0,1.0,1.0,4.07,,2016.0,1.082175925925926,,0.0,0.0019458169964632216,0.0034769058648247615,0.9459594689067655,0.9947382023212388,1.0,,0.4586441758065385
TOI-1803 c,TOI-1803,4.29,8.0,0.097,0.0,588.0,22.0,4687.0,0.715,0.756,1.4,,2025.0,0.1013253495037445,,0.0,0.08184608585981294,0.25004546941440664,2.958325588553206e-07,0.08015440850447007,1.0,,0.20998366513505098
HD 204313 c,HD 204313,4.31,17.16273398,0.211,0.059,634.95,28.2644,5767.0,1.1,1.03,3.38,G5 V,2015.0,0.2143653861245329,G,0.059,0.0536574721207278,0.16455259535947314,2.462778281519247e-07,0.14531987121114684,0.9808469077946759,1.0,0.3089416142582245
HD 141399 b,HD 141399,14.3,143.34133,0.415,0.04,493.71,9.2321,5600.0,1.387236,1.07,,K0,2014.0,0.0490188724669628,K,0.04,0.2741242829679566,0.4905241325690968,2.0058128594964988e-107,0.059241027034715565,0.9911505004882849,0.9,0.40667505000810855
Kepler-83 d,Kepler-83,1.94,4.1,0.051,0.0,569.0,28.81,4648.0,0.594,0.58,3.09,M0 V,2014.0,0.5615373742841083,M,0.0,0.05188614376800542,0.29157733739266345,0.2931056302245987,0.5483839455926144,1.0,0.5,0.35974652402471524
Kepler-31 c,Kepler-31,5.3,1493.7,0.26,0.0,615.0,35.254,6340.0,1.22,1.21,0.28,,2011.0,10.033114584522796,,0.0,0.03597982223722237,0.19789869908361465,7.031960620840777e-12,2.0639096227009213e-28,1.0,,0.1747937592675705
Kepler-143 c,Kepler-143,3.37,11.3,0.181,0.0,703.0,58.7,5848.0,1.359,0.982,9.33,,2014.0,0.2952492077065896,,0.0,0.01297726142896107,0.0813658196645253,0.0004092231302281785,0.2118016093039183,1.0,,0.16562292334892093
HD 108341 b,HD 108341,13.3,715.11391575,2.0,0.85,155.23,0.1066,5122.0,0.79,0.843,4.9,K2 V,2014.0,0.3039627089729524,K,0.85,0.2690506494435777,0.8830039003327944,5.5446225904777875e-92,0.2200364157231566,0.01806301341978129,0.9,0.4026733853417471
Kepler-1116 b,Kepler-1116,2.54,6.99,0.233,0.0,488.0,15.793,5641.0,0.93,0.95,4.9,,2016.0,0.4265559712221786,,0.0,0.13602924331356983,0.5073204113265518,0.03710925465390488,0.357858035829224,1.0,,0.3278577030675367
ups Leo b,ups Leo,14.2,162.09248757,1.18,0.32,719.08,45.3174,4836.0,11.22,1.48,,G9 III,2021.0,0.0566106125440402,G,0.32,0.022147757505471908,0.06773663690036366,7.956743891951627e-106,0.06196419559580059,0.5661541495171976,1.0,0.23189610126774052
Kepler-342 b,Kepler-342,2.25,5.69,0.128,0.0,905.0,160.261,6175.0,1.472,1.213,2.82,,2014.0,0.4995336076817558,,0.0,0.0011688228915510536,0.005086069231012701,0.11416176000968695,0.4571662559128728,1.0,,0.1998334084262529
Kepler-58 c,Kepler-58,2.86,53.0,0.12307,0.0,799.0,64.389,5843.0,1.03,0.95,2.14,,2012.0,2.2655714865602885,,0.0,0.010629031055017927,0.0247433132051543,0.008188701014374083,0.2861309758978418,1.0,,0.16218442140875805
HD 238914 b,HD 238914,12.8,1906.98,5.7,0.56,343.67,2.179,4769.0,12.73,1.47,,K7,2018.0,0.9093189239501952,K,0.56,0.8530698693182202,0.9063954299593449,1.0286619937923687e-84,0.9746303044085877,0.1751307883451509,0.9,0.6445226625967979
TOI-2260 b,TOI-2260,1.62,3.26,0.0097,,2609.0,1844.98,5534.0,0.94,0.99,0.321,G V,2022.0,0.7667831424372601,G,0.0,3.68117649229297e-07,8.278715990951262e-31,0.5863203954586984,0.8436909108897891,1.0,1.0,0.4516332622101309
TOI-500 b,TOI-500,1.166,1.42,0.01189,0.063,1617.0,1138.0,4440.0,0.678,0.74,5.0,K6 V,2022.0,0.895762120139646,K,0.063,2.323978670033058e-06,8.502719240089086e-11,0.962450904702723,0.9666151958718733,0.9781913242622374,0.9,0.5219714139656286
TOI-3693 b,TOI-3693,12.59889431,324.18497514,0.0813,0.0,801.0,68.6,5321.0,0.791,0.867,3.0,,2022.0,0.1621046917694092,,0.0,0.009247027448632547,0.024078161767847283,7.090209065778097e-82,0.1114739652224789,1.0,,0.1391468067505594
TOI-2537 c,TOI-2537,12.7,2297.89938261,2.78,0.287,123.1,0.0389,4870.0,0.771,0.771,1.1,,2024.0,1.1218113910386878,,0.287,0.06320022622441722,0.8045516405410551,2.6900579025827697e-83,0.9884747314586376,0.6327970302595699,,0.39863242451310127
Kepler-622 b,Kepler-622,2.13,5.18,0.0978,0.0,446.0,12.486,4201.0,0.61,0.64,3.47,,2016.0,0.5360322869424294,,0.0,0.18831397847662285,0.6338059144751018,0.16974258044416274,0.5103255767685636,1.0,,0.42214206032925294
TOI-1408 c,TOI-1408,2.22,7.6,0.03587,0.1353,1864.0,2005.35,6117.0,1.53,1.312,2.7,F8 V,2024.0,0.6946318122359026,F,0.1353,2.6459027650359233e-07,8.826547088298142e-15,0.12653678504427168,0.747212691681028,0.9033000495246336,0.75,0.3028586972769914
Kepler-227 c,Kepler-227,3.04,9.48,0.29,0.0,443.0,10.186,5854.0,1.091,0.954,3.98,,2014.0,0.3374330259513048,,0.0,0.243847979870816,0.642878198238472,0.0030887154082367687,0.2536349222953779,1.0,,0.37119867050186295
HD 165131 b,HD 165131,12.1,5943.3912109,3.54,0.6708,155.2,0.0967,5870.0,1.06419,1.06,2.7,G3/5 V,2023.0,3.3548893946638025,G,0.6708,0.23938889154122595,0.8829378198973679,4.801277241771782e-75,0.013135654245820983,0.08209747649198361,1.0,0.3959580999385605
HIP 86221 b,HIP 86221,14.0,225.65816897,0.031,0.086,,,,,0.79,,K5 V,2021.0,0.0822369420444606,K,0.086,,,1.1519512724636078e-102,0.07192342838991722,0.9597438155947199,0.9,0.43303040799720677
Kepler-1268 b,Kepler-1268,2.03,4.78,0.2383,0.0,627.0,40.652,5904.0,1.09,1.06,4.27,,2016.0,0.5713994037602625,,0.0,0.02743229834883631,0.17731987039779637,0.22912851723323135,0.5632353430127803,1.0,,0.28761327813493254
K2-47 b,K2-47,1.89,4.23,0.1779,,503.72,10.7,5054.0,0.76,0.75,,,2016.0,0.6265488754780769,,0.0,0.22953272452742535,0.46150126683734344,0.33282485481353513,0.6467273724857411,1.0,,0.44814252083600725
Kepler-44 b,Kepler-44,12.22,317.82,0.0446,0.066,1544.0,1109.223,5800.0,1.35,1.12,5.8,G2 IV,2011.0,0.1741676955358501,G,0.066,2.5536877243301626e-06,9.552839402548095e-10,1.1635399829534272e-76,0.11868921275996411,0.9760904721403703,1.0,0.2594786071030213
Kepler-1535 b,Kepler-1535,2.55,7.04,0.5329,0.0,384.0,5.384,6021.0,1.11,1.08,3.47,,2016.0,0.4245727510535164,,0.0,0.47597907623179625,0.8121968841874335,0.03555034011478113,0.3553190639947321,1.0,,0.4989130827269002
K2-266 c,K2-266,0.705,0.29013072,0.0679,0.042,664.5,32.4,4285.0,0.703,0.686,,,2018.0,0.827992427282758,,0.042,0.04204175519967621,0.12293148331956304,0.8402548838639021,0.9116873726240124,0.9902478635182347,,0.46275439511863153
Kepler-1460 b,Kepler-1460,1.96,4.5,0.1614,0.0,391.0,5.469,4422.0,0.67,0.7,3.98,,2016.0,0.5976463888345843,,0.0,0.4694181853175996,0.7935807340157668,0.27803730045319414,0.6029618575062429,1.0,,0.5787933399691957
TOI-2346 b,TOI-2346,16.11851425,394.10722468,0.0473,0.086,1689.0,1360.0,6480.0,1.38,1.271,1.9,,2025.0,0.0941107801838889,,0.086,1.1947282646443666e-06,6.865927364235869e-12,1.3487001372040328e-138,0.07695878612450936,0.9597438155947199,,0.12196536335924972
Kepler-260 c,Kepler-260,1.74,3.68,0.332,0.0,372.0,6.775,5250.0,0.862,1.013,1.15,,2014.0,0.6985541447799024,,0.0,0.3833130945374802,0.8427267613778846,0.4674066844856189,0.7527911014817021,1.0,,0.6272165564179305
Kepler-41 b,Kepler-41,14.46,177.98,0.03101,0.0,1790.0,2036.749,5750.0,1.29,1.15,4.4,G2 V,2011.0,0.0588662436356752,G,0.0,2.4869511355220646e-07,1.6173576040425025e-13,5.2442802532530405e-110,0.06279280164742967,1.0,1.0,0.2562793423385537
Kepler-94 c,Kepler-94,12.5,3126.0,1.596806621,0.345931,159.05,0.0955,4781.0,0.76,0.81,1.41,M0 V,2014.0,1.600512,M,0.345931,0.23574832860287814,0.8912948096146512,1.6925764319179646e-80,0.7544772114067146,0.5143642285234536,0.5,0.4390801880666666
HAT-P-37 b,HAT-P-37,13.204,371.528,0.0379,0.058,1271.0,412.3914,5500.0,0.877,0.929,3.6,,2011.0,0.1613893984038098,,0.058,7.486801797852554e-05,2.4900693412097526e-06,1.4547853579966975e-90,0.11105700055439342,0.9814846655335532,,0.1285569195613618
WASP-103 b,WASP-103,17.127,473.547,0.01985,0.0,2508.0,6568.6932,6110.0,1.436,1.22,4.0,F8 V,2014.0,0.094258211816121,F,0.0,1.6205824667730833e-09,2.779497355089899e-28,1.3277133955735797e-157,0.07702304748366937,1.0,0.75,0.22020230515351255
Kepler-478 b,Kepler-478,2.71,7.8,0.1032,0.0,640.0,39.56,5210.0,0.8,0.85,4.9,,2016.0,0.3919103473928491,,0.0,0.02891566720381169,0.15679555808603973,0.017227471311635125,0.3148872297572725,1.0,,0.20414381841907664
Kepler-1015 b,Kepler-1015,3.55,12.3,0.1345,0.0,1040.0,172.112,6769.0,1.81,1.49,1.58,,2016.0,0.2749286833877696,,0.0,0.0009655146223348259,0.0004515553957239617,0.00011961288358102437,0.1934180647265716,1.0,,0.14082049268717867
Kepler-1789 b,Kepler-1789,2.83137505,8.4,0.3543,0.0,380.0,4.91,5436.0,0.888,0.92,4.5,,2021.0,0.3700727299295612,,0.0,0.5151359233112206,0.8225775623986646,0.009483114683557982,0.2893766528305563,1.0,,0.49898091944388856
HD 7924 b,HD 7924,,2058.25676373,0.06,0.06,825.9,113.7,5131.0,0.78,0.65,0.88,K0.5 V,2008.0,,K,0.06,0.0028238494007220916,0.0170077675427509,,,0.9801986733067553,0.9,0.33875340455629466
HD 133131 B b,HD 133131 B,13.3,794.575,6.15,0.61,112.28,0.0259,5805.0,0.989538,0.93,9.7,G2 V,2016.0,0.3377380360846148,G,0.61,0.03029746707601767,0.775216851795171,5.5446225904777875e-92,0.25395540705469966,0.1265367850442718,1.0,0.35066695633793576
GJ 2030 b,GJ 2030,2.03,4.76742611,0.034,0.239,2147.31,3542.7587,5485.0,2.24104,0.96,,,2022.0,0.5698963256747087,,0.239,2.5185938237426655e-08,3.637285488885244e-20,0.22912851723323135,0.5609681445876664,0.7280839737434496,,0.20556579008969697
Kepler-19 c,Kepler-19,3.68,13.1,0.1765736996,0.21,589.64,22.1608,5544.0,0.859,0.936,1.9,,2011.0,0.262862019191255,,0.21,0.0808853591675538,0.24664650531549207,4.652338095260741e-05,0.18304216211684612,0.7827045382418681,,0.19545248890241038
HD 79181 b,HD 79181,14.1,203.41018048,0.9,0.259,821.87,76.0617,4862.0,11.06,1.28,,G8 III,2021.0,0.0725630196406205,G,0.259,0.00733586436274379,0.0180110474658416,3.069846158662212e-104,0.06802122591656021,0.6888909990021537,1.0,0.23112739807572566
HD 85390 b,HD 85390,6.16,31.46517,1.373,0.5,190.89,0.2281,5186.0,0.8,0.758,7.2,K1.5 V,2009.0,0.1346132922620051,K,0.5,0.5642676426207298,0.9499212892415813,8.705426622296188e-17,0.09629929981950168,0.24935220877729622,0.9,0.5006163193631785
Kepler-1727 b,Kepler-1727,3.17321625,10.2,0.0796,0.0,757.0,77.75,5349.0,0.82,0.824,9.7,,2021.0,0.3192281366000261,,0.0,0.0069784547499295154,0.042849984314261104,0.0014165370313262513,0.23497356013281184,1.0,,0.15775914584691886
TOI-1238 c,TOI-1238,2.11,8.32,0.037,0.15,695.0,63.0,4089.0,0.58,0.59,0.8,K7/M0,2022.0,0.8856782107511756,K,0.15,0.011145679429753582,0.08892161745938634,0.18063985161889404,0.959980700442286,0.8824969025845955,0.9,0.3759464739757826
Kapteyn c,Kapteyn,2.54,7.0,0.311,0.23,165.59,0.1666,3550.0,0.291,0.281,,M2.0V,2014.0,0.4271662086631259,M,0.23,0.4311174430301785,0.9049036081828759,0.03710925465390488,0.358641148575363,0.7453593045429804,0.5,0.48158197863673513
Kepler-1218 b,Kepler-1218,1.44,2.67,0.15698,0.0,684.0,84.83,5986.0,1.1,1.06,3.8,,2016.0,0.8941775977366255,,0.0,0.0057090726535737974,0.10020747422995271,0.7642281651714905,0.9656103021705954,1.0,,0.43632403089499017
TOI-209 b,TOI-209,2.3947209,6.32,,,845.78,120.936,4806.66,0.742779,0.81,,,2026.0,0.4602060933935876,,0.0,0.002420784424144628,0.012743134729290907,0.0670892742053414,0.4023010590549296,1.0,,0.18447268682171244
HD 27894 d,HD 27894,12.7,2063.65984665,5.362,0.343,95.87,0.0124,4875.0,0.891767,0.81,3.9,K2 V,2017.0,1.0074580030443523,K,0.343,0.0064178771635294354,0.7286735436101129,2.6900579025827697e-83,0.9999565464055336,0.5201669009413891,0.9,0.43435152274759725
Kepler-1541 b,Kepler-1541,1.16,1.65,0.07555,0.0,1048.0,75.56,5282.0,0.81,0.86,4.47,,2016.0,1.0570851613432286,,0.0,0.007446783235527289,0.00038563759599255694,0.9650691177896804,0.9974573663845735,1.0,,0.4643510394405574
Kepler-531 b,Kepler-531,2.78,8.15,0.17446,0.0,453.0,10.007,4893.0,0.75,0.78,7.76,,2016.0,0.3793352668416481,,0.0,0.24914177096701895,0.6125957636304771,0.01227052105297827,0.3000436779272043,1.0,,0.37325066761313674
TOI-700 e,TOI-700,0.953,0.818,0.134,0.059,272.9,1.27,3459.0,0.421,0.415,1.5,M2.5 V,2023.0,0.9450931202504356,M,0.059,0.9851458547391746,0.9960028848161264,0.995591745005573,0.9906230979072344,0.9808469077946759,0.5,0.9167523902193246
Kepler-727 b,Kepler-727,2.53,6.94,0.0546,0.0,964.0,176.685,5441.0,0.86,0.89,4.79,,2016.0,0.4285464550223515,,0.0,0.0008994213942983939,0.0018668318178024132,0.038725770351664385,0.3604156405413889,1.0,,0.1698646351018904
KELT-3 b,KELT-3,17.48604,616.5902,0.04123,0.0,1816.0,1704.57,6304.0,1.7,1.96,3.0,,2013.0,0.1153246685970974,,0.0,5.020173177538413e-07,5.913150695186129e-14,1.1485702585594907e-164,0.08665828687376292,1.0,,0.12784229904907948
Kepler-892 b,Kepler-892,2.81,8.3,0.1015,0.0,556.0,18.196,4747.0,0.72,0.75,5.01,,2016.0,0.3740753859252378,,0.0,0.11025981437337665,0.32222265411106654,0.010565736818493736,0.2939582377134559,1.0,,0.26296288888306096
Kepler-1891 b,Kepler-1891,1.52139156,2.93,0.0473,0.0,1017.0,253.28,5516.0,0.827,0.873,3.7,,2021.0,0.8320407798643973,,0.0,0.0003274995121751821,0.0007044804339294016,0.6855263948727589,0.9156169429359945,1.0,,0.38692911086233045
TOI-201 d,TOI-201,1.39,5.8,0.0698,0.3,1237.0,389.669,6423.0,1.31,1.32,0.666,F,2026.0,2.159651089748769,F,0.3,8.945162938250944e-05,5.8209329987818894e-06,0.809571648667887,0.34972166096121193,0.6065306597126334,0.75,0.37006308889490735
Kepler-876 b,Kepler-876,1.43,2.63,0.0549,0.0,923.0,152.746,5060.0,0.77,0.81,5.25,,2016.0,0.8993891335326125,,0.0,0.0013272885956990702,0.0037808742992408344,0.7735186055390744,0.968862130247655,1.0,,0.4149152131074745
HD 81040 b,HD 81040,12.6,2301.07766668,1.946,0.525,189.77,0.2213,5755.0,0.91,0.99,1.79,G2/G3,2005.0,1.150322572696333,G,0.525,0.5510653510795271,0.9482027661538726,6.842059184017448e-82,0.9825011062676202,0.2162651668298873,1.0,0.597283518310407
Kepler-1456 b,Kepler-1456,1.14,1.55,0.1132,0.0,433.0,8.234,4231.0,0.62,0.64,3.72,,2016.0,1.0462058501131255,,0.0,0.31212059995785685,0.6729730464438339,0.9731449630580511,0.9983334366797255,1.0,,0.7142201124209574
GJ 1252 b,GJ 1252,1.193,1.32,0.00915,0.0,1090.0,233.0,3458.0,0.391,0.381,3.9,M3,2020.0,0.7774144347533577,M,0.0,0.0004164047322185355,0.00016405439636221056,0.9495807361012475,0.8565641695999836,1.0,0.5,0.45070947624257496
Kepler-357 b,Kepler-357,1.84,4.04,0.063,0.0,793.0,69.57,5036.0,0.834,0.794,2.14,,2014.0,0.648526752691707,,0.0,0.008963365597029312,0.026834953665477005,0.37531109885139946,0.6797419683271206,1.0,,0.29487558674746434
Kepler-224 b,Kepler-224,1.39,2.51,0.038,0.0,937.0,201.489,5018.0,0.676,0.777,2.29,,2014.0,0.9346076267705882,,0.0,0.0006270974084638367,0.0029853150300532564,0.809571648667887,0.986725880868388,1.0,,0.4251067707982856
Kepler-1366 b,Kepler-1366,1.43,2.63,0.0273,0.0,783.0,134.981,4070.0,0.6,0.62,3.98,,2016.0,0.8993891335326125,,0.0,0.0018310545326738988,0.03065988979400753,0.7735186055390744,0.968862130247655,1.0,,0.4213878537935887
Kepler-23 d,Kepler-23,2.206,4.44,0.12012,0.01,896.0,161.038,5828.0,1.548,1.078,9.12,,2014.0,0.4135865870611798,,0.01,0.0011538755948807817,0.005881093882118239,0.1326488324726843,0.3414250288281063,0.9994445987368581,,0.1906840199131496
LHS 475 b,LHS 475,0.991,0.941,0.02037,0.0,586.0,20.8,3300.0,0.2789,0.262,,M3.5 V,2023.0,0.9668712796795486,M,0.0,0.08955483998107762,0.25423086689554314,0.9998380131212914,0.9965761494457723,1.0,0.5,0.5478601009432136
Kepler-1510 b,Kepler-1510,3.36,11.2,0.4089,0.0,537.0,14.036,6200.0,1.28,1.19,2.75,,2016.0,0.2952569916855631,,0.0,0.1607330804807849,0.3700748487069247,0.0004370095298997477,0.21180887122536174,1.0,,0.27701944575305565
TIC 270471727 b,TIC 270471727,2.75029559,8.0,,,1147.1,283.9789,5271.39,0.997091,0.9,,,2026.0,0.3845491623103892,,0.0,0.0002342353678027368,4.782174407187235e-05,0.014194378977361664,0.30614798967814744,1.0,,0.1570844681812378
TOI-2196 b,TOI-2196,3.51,26.0,0.02234,0.0,1860.0,2000.0,5634.0,1.043,1.032,4.5,G V,2022.0,0.6012457210093595,G,0.0,2.6742060981998087e-07,1.0365302134026205e-14,0.00015843931812667278,0.6084195735651466,1.0,1.0,0.3108737120752945
Kepler-1814 b,Kepler-1814,2.36961357,6.21,0.03765,0.0,1022.0,216.9,4922.0,0.823,0.79,2.82,,2021.0,0.4667227980640144,,0.0,0.0005102006287135884,0.0006402751833746548,0.07387837033811248,0.41118921467963393,1.0,,0.18370611850522262
HD 66428 b,HD 66428,12.4,3478.94974302,3.395,0.471,159.02,0.1082,5716.0,1.13,1.01,3.515,G8 IV (+ G),2005.0,1.8246648227547744,G,0.471,0.2737773058765575,0.8912306620933442,4.07235862576106e-79,0.587836574286832,0.29157733739266345,1.0,0.48463185005575776
TOI-1411 b,TOI-1411,1.19880592,2.0,0.02122,0.0,976.4,266.85,4115.0,0.614,0.6045,9.6,,2022.0,1.1608693875156042,,0.0,0.00028130445634937047,0.001495604957714801,0.9465853310480682,0.9799850746575975,1.0,,0.4561000244482396
Kepler-1004 b,Kepler-1004,6.28,32.5,0.06791,0.0,1661.0,1610.087,4972.0,3.39,1.11,7.76,,2016.0,0.1312213283416363,,0.0,6.264665643010654e-07,1.855187970876405e-11,1.5279799682872937e-17,0.09454530054224934,1.0,,0.12877021961714868
TYC 4282-00605-1 b,TYC 4282-00605-1,12.4,3426.2074,0.422,0.28,1285.1,456.431,4300.0,16.21,0.97,10.1,,2017.0,1.7970021357121275,,0.28,5.4212139763765416e-05,1.7361767628350963e-06,4.07235862576106e-79,0.6088035198190866,0.6469051754643523,,0.14774678799839694
Kepler-1911 b,Kepler-1911,1.011,1.01,0.0636,0.0,987.0,223.93,5721.0,0.972,0.954,,,2021.0,0.9773900353446596,,0.0,0.00046621118214309397,0.0012336228898518276,0.9998319585649883,0.9984037425584481,1.0,,0.470788286285116
Kepler-371 b,Kepler-371,1.89,4.23,0.2,0.0,554.0,41.737,5666.0,0.992,0.876,12.88,,2014.0,0.6265488754780769,,0.0,0.026060203214400685,0.3270924259032956,0.33282485481353513,0.6467273724857411,1.0,,0.35667205199475344
TOI-3023 b,TOI-3023,16.43236571,197.05361234,0.0505,0.0,1596.0,1084.0,5760.0,1.668,1.12,7.0,,2023.0,0.0444103427817738,,0.0,2.7784567175479797e-06,1.7286459772298093e-10,2.2197097336348555e-144,0.05763652901107067,1.0,,0.12442864417630514
Kepler-46 d,Kepler-46,1.64,3.33,0.067,0.0,845.0,92.346,5309.0,0.79,0.883,2.34,,2014.0,0.7549404390534092,,0.0,0.004677016793846083,0.01289068914400147,0.5661541495171977,0.828888743282239,1.0,,0.35278481912814735
HD 13167 b,HD 13167,13.1,1052.0173,4.1,0.563,208.79,0.5428,5671.0,2.39,1.35,,G3 V,2018.0,0.4679602827465614,G,0.563,0.9068302327104716,0.9736610330598078,4.8688173041708394e-89,0.4128866971101183,0.1718834086181261,1.0,0.6299167753624039
HD 148164 c,HD 148164,12.8,1640.0028,6.15,0.125,135.77,0.0565,6032.0,1.34,1.21,2.41,F8,2018.0,0.7820142745971678,F,0.125,0.11497597898604088,0.8371957111695824,1.0286619937923687e-84,0.862005996799977,0.9168553557320289,0.75,0.4865692722336273
HD 207832 b,HD 207832,14.2,177.9848,0.586,0.197,340.28,2.2605,5726.0,0.89,1.05,1.36,G5 V,2012.0,0.0621609841552788,G,0.197,0.8400858744032499,0.9131012741039612,7.956743891951627e-106,0.06401941953736065,0.806053182375974,1.0,0.6296489836129382
Kepler-1598 b,Kepler-1598,0.95,0.809,0.05207,0.0,1236.0,308.46,5940.0,1.09,1.07,3.8,,2016.0,0.9435777810176412,,0.0,0.00018305761230363692,5.9655309230282345e-06,0.9950124791926823,0.9901009872486346,1.0,,0.4683053553796005
K2-224 b,K2-224,1.56,3.05,0.0516,,1002.0,215.6156,5620.0,0.84,0.91,,,2018.0,0.8033893019100119,,0.0,0.0005188080247437134,0.0009348611896166098,0.6469051754643523,0.886211830477667,1.0,,0.37449281457028993
Kepler-256 c,Kepler-256,2.15,5.27,0.045,0.0,1315.0,457.066,5551.0,1.301,1.037,1.82,,2014.0,0.5302677751644509,,0.0,5.3970851805405216e-05,7.949393615349141e-07,0.15932557073921538,0.501813804969745,1.0,,0.21418840746546028
Kepler-1066 b,Kepler-1066,2.36,6.17,0.0298,0.0,1290.0,710.019,5762.0,0.98,0.98,3.8,,2016.0,0.4694065605539028,,0.0,1.248096126704594e-05,1.5298933972306397e-06,0.07662063218049353,0.4148744358717691,1.0,,0.18448823087326097
Kepler-1464 b,Kepler-1464,1.66,3.39,0.20066,0.0,564.0,89.473,5828.0,1.01,1.02,3.89,,2016.0,0.7410976465012322,,0.0,0.005039648342698462,0.30315456136999824,0.5460744266397095,0.8110138968832271,1.0,,0.4143612933834575
HD 187085 b,HD 187085,13.9,265.70588,2.1,0.251,229.38,30.5887,6117.0,1.27,1.189,2.747,G0 V,2006.0,0.098936550568044,G,0.251,0.04664791042815668,0.9918287625447552,4.204243584226447e-101,0.07908473256442261,0.7046841747957564,1.0,0.43840462085200815
