pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year,density_proxy,spectral_class,pl_orbeccen_filled,flux_score,temp_score,radius_score,density_score,eccentricity_score,stellar_score,EHS
HD 77946 b,HD 77946,2.89646124,10.9,0.073,0.211,1128.86,413.1008,6007.0,1.3174,1.1973,3.1,F5,2024.0,0.4485628829085953,F,0.211,7.446307452253946e-05,7.153016958667122e-05,0.0067701672159818016,0.38664085345608534,0.7808760184799298,0.75,0.23063864243934584
LHS 1478 b,LHS 1478,1.242,2.33,0.01848,,595.0,23.3722,3381.0,0.246,0.236,,m3 V,2021.0,1.2161611714157938,M,0.0,0.07413562174258796,0.23574607655586352,0.921881223198173,0.9641538365241635,1.0,0.5,0.5214747490388707
TOI-5143 c,TOI-5143,16.25302201,,0.05602,,904.48,158.1646,5183.0,0.852,0.864,7.4,K V,2025.0,,K,0.0,0.0012104294316631556,0.005129211270810357,4.6320405959022143e-141,,1.0,0.9,0.26258716623564204
TOI-815 c,TOI-815,2.62,23.5,0.193,0.22,469.0,8.03,4869.0,0.77,0.776,0.2,K3 V,2024.0,1.3066641875262166,K,0.22,0.3208377462491355,0.5641415972726801,0.02612140985391821,0.9291630592549948,0.7642281651714904,0.9,0.502601160430252
WASP-171 b,WASP-171,10.98482,344.52772,0.0504,0.0,1642.0,1200.24,5965.0,1.637,1.171,5.908,G0,2019.0,0.2599233738133398,G,0.0,1.9083063129508017e-06,3.6014031122636396e-11,7.31661950769374e-61,0.18057584158678314,1.0,1.0,0.26805806124245934
Kepler-80 c,Kepler-80,2.74,6.74,0.0792,0.0079,495.0,36.482,4540.0,0.678,0.73,2.0,K5,2012.0,0.3276485181147823,K,0.0079,0.03374194905191876,0.4867522559599717,0.014920786069067816,0.24349068057636897,0.9996533378789811,0.9,0.36808449751432265
HATS-49 b,HATS-49,8.574885,112.19399,0.04515,0.071,834.8,80.45,4405.0,0.6977,0.7133,10.5,,2020.0,0.1779445455543963,,0.071,0.006453732990897251,0.01496411166921037,2.45367163211215e-35,0.12102024820787996,0.9723829646586595,,0.13405479631555334
Kepler-925 b,Kepler-925,2.34,6.08,0.1805,0.0,394.0,5.833,4673.0,0.72,0.77,2.57,,2016.0,0.4745216228889252,,0.0,0.4427681298214288,0.7854389857403006,0.08258816505811495,0.4219373165183113,1.0,,0.5017543461963193
HD 73267 b,HD 73267,13.0,1321.53051631,2.229,0.261,165.89,0.1577,5387.0,0.909,0.93,8.14,K0 V,2008.0,0.601515938238507,K,0.261,0.40913345591026934,0.9055095987209248,1.3838965267367376e-87,0.6088293062467912,0.684922216309753,0.9,0.5477604359774068
Kepler-1631 b,Kepler-1631,1.35,2.39,0.0511,0.0,1122.0,446.918,5679.0,0.95,0.97,4.17,,2016.0,0.9713966366915612,,0.0,5.799524703845522e-05,8.304628126246746e-05,0.8435476490642344,0.9974465394140569,1.0,,0.4335121080261937
Kepler-1893 b,Kepler-1893,1.70557445,3.55,0.0504,0.0,1194.0,478.98,5633.0,1.162,0.973,13.9,,2021.0,0.7155109894763658,,0.0,4.6413582713950474e-05,1.6346242557974153e-05,0.5008553596333886,0.7765309794183163,1.0,,0.3268694617796464
KELT-12 b,KELT-12,19.95202,301.9385,0.06708,0.0,1800.0,1749.0,6279.0,2.37,1.591,2.2,,2017.0,0.0380152524404233,,0.0,4.5402249345305286e-07,1.1005320106410505e-13,2.2281167784283833e-217,0.055469564533700465,1.0,,0.1241730234811946
HD 63433 b,HD 63433,2.14,21.755,0.072,0.24,967.11,145.5707,5553.0,0.934,0.956,0.414,G5 V,2020.0,2.2198200389700604,G,0.24,0.0015057608711342772,0.0017664945943682486,0.1644744565771548,0.3127129898059455,0.7261490370736909,1.0,0.2875108331400518
HD 72892 b,HD 72892,12.8,1737.88572948,0.228,0.419,634.46,26.9314,5688.0,1.22,1.01,8.0,G5 V,2016.0,0.8286884925270078,G,0.419,0.05835749317095625,0.1653197758822101,1.0286619937923687e-84,0.9123684650081372,0.37706454892256996,1.0,0.3265966298622518
Kepler-1139 b,Kepler-1139,1.19,1.81,0.01664,0.0,1693.0,1717.276,5550.0,0.91,0.94,4.47,,2016.0,1.074082623657471,,0.0,4.876841460158487e-07,5.947500908382988e-12,0.9510973184771085,0.9957214952984409,1.0,,0.45857851193822563
HD 149806 b,HD 149806,12.3,4003.68444298,12.404,0.357,69.13,0.0037,5352.05,0.89,0.93,8.36,K0V,2022.0,2.1515156338308965,K,0.357,0.000270999697334631,0.6493095501159823,9.52971709325703e-78,0.35489676870151204,0.4926038389924208,0.9,0.34967972071692344
Kepler-231 b,Kepler-231,1.73,35.4,0.074,0.0,488.0,14.879,3767.0,0.49,0.58,3.15,M1 V,2014.0,6.836990125184517,M,0.0,0.1481360949210841,0.5073204113265518,0.4770476543010144,2.75516999811327e-12,1.0,0.5,0.4089076368560598
HD 110082 b,HD 110082,3.2,10.3,0.113,0.2,957.2,198.3948,6200.0,1.19,1.21,0.25,F8 V,2021.0,0.3143310546874999,F,0.2,0.0006546224120513946,0.00210474596676931,0.0012038599948282019,0.23011100742402488,0.8007374029168081,0.75,0.21641021782941564
Kepler-1142 b,Kepler-1142,1.47,2.76,0.1343,0.0,902.0,147.817,5685.0,0.96,0.97,5.37,,2016.0,0.8688745524587732,,0.0,0.0014466892029371295,0.005339557471230895,0.7357936579875285,0.9476871096174694,1.0,,0.40394944276968603
Kepler-82 e,Kepler-82,2.47,254.02,0.063,0.0,926.0,144.337,5428.0,0.945,0.946,1.41,,2014.0,16.856874438715252,,0.0,0.0015395477351318933,0.003595714713209596,0.04972487341234956,4.876624018336723e-86,1.0,,0.13064588771634683
HD 167042 b,HD 167042,13.6,444.00628458,1.22,0.01,462.08,7.6592,4919.0,4.63,1.39,2.2,K1 IV,2007.0,0.1765112506758218,K,0.01,0.33762955486530927,0.5850683622679618,1.73008220968259e-96,0.12013155129981182,0.9994445987368581,0.9,0.4483786761735867
K2-16 c,K2-16,2.54,6.99,0.1229,,485.0,13.1,4742.0,0.66,0.68,,K3 V,2015.0,0.4265559712221786,K,0.0,0.17662202861538454,0.5162056739454963,0.03710925465390488,0.357858035829224,1.0,0.9,0.4256042964566488
TRAPPIST-1 h,TRAPPIST-1,0.755,0.326,0.06189,0.00567,171.7,0.144,2566.0,0.1192,0.0898,7.6,M8.0 V,2017.0,0.7574897232054711,M,0.00567,0.3738784344475903,0.9169190157186901,0.8868760918039538,0.8321145999291887,0.9998214109489235,0.5,0.7124222312042376
HD 169830 b,HD 169830,13.2,804.42369812,0.765,0.294,345.0,7.8465,6300.0,1.935709,1.17,2.2,F8 V,2000.0,0.3497543001120016,F,0.294,0.32898954197258834,0.903707077873196,1.666017665520094e-90,0.2667853585496449,0.6186596475026225,0.75,0.46403330167301304
Kepler-853 b,Kepler-853,1.69,3.5,0.079,0.0,1187.0,499.301,6350.0,1.55,1.3,2.69,,2016.0,0.7251167386155118,,0.0,4.056025168601542e-05,1.9253840704779017e-05,0.5162056739454964,0.7896799650809154,1.0,,0.3320272025038274
Kepler-449 b,Kepler-449,2.056,4.88,0.1027,0.03,917.0,167.41,5649.18,1.467,1.02,9.77,,2015.0,0.5615009443819949,,0.03,0.0010402039588300396,0.004177467822908139,0.21250282427502204,0.548329199680447,0.9950124791926823,,0.2328591497607135
BD+05 4868 A b,BD+05 4868 A,,6.2,0.0208,,1820.0,443.787,4596.0,0.69,0.7,11.1,K V,2025.0,,K,0.0,5.931282211172905e-05,5.0575329338233724e-14,,,1.0,0.9,0.3357354688650544
TOI-5599 b,TOI-5599,7.1888212,40.9,,,1496.0,833.218,6137.02,1.91334,1.21,,,2026.0,0.1100906059221509,,0.0,7.150155431745478e-06,4.359046483273222e-09,7.88926959810274e-24,0.08417910647000384,1.0,,0.12755258712666778
Kepler-906 b,Kepler-906,2.11,5.1,0.22363,0.0,537.0,21.987,6035.0,1.02,1.06,1.86,,2016.0,0.5429037109171869,,0.0,0.08192446208745056,0.3700748487069247,0.18063985161889404,0.5205193688215185,1.0,,0.3325599911402097
Kepler-1912 b,Kepler-1912,1.35670508,2.41,0.06489,0.0,976.0,201.8,5734.0,0.962,0.977,2.24,,2021.0,0.965074163582346,,0.0,0.00062441420815297,0.00150643024975169,0.8380142629072533,0.9961953372353982,1.0,,0.4325644422435048
HIP 57274 c,HIP 57274,14.2,130.0,0.178,0.05,437.32,48.8832,4640.0,0.68,0.73,7.87,K4 V,2011.0,0.0454023486285696,K,0.05,0.019008643981903068,0.6600053882366941,7.956743891951627e-106,0.057978842903329046,0.9862071167439163,0.9,0.3761718346075391
TOI-431 d,TOI-431,3.29,9.9,0.098,0.0,633.0,28.3588,4850.0,0.731,0.78,,,2021.0,0.278001731417248,,0.0,0.05334500222992775,0.16762096655189973,0.0006867967079823137,0.1961246824620958,1.0,,0.19601208406549167
HATS-1 b,HATS-1,14.594,589.55,0.0444,0.12,1359.0,489.9461,5870.0,1.038,0.986,6.0,,2012.0,0.1896695518062043,,0.12,4.313192622418503e-05,2.417890947674722e-07,3.4118620333882397e-112,0.1284795237981224,0.9231163463866358,,0.12372990395041272
Kepler-735 b,Kepler-735,2.95,9.01,0.0965,0.0,657.0,32.679,5107.0,0.8,0.85,4.37,,2016.0,0.3509609064217859,,0.0,0.04138917382923383,0.1326488324726843,0.0050860692310126954,0.2680955846003083,1.0,,0.19376921442126904
GJ 341 b,GJ 341,0.88,4.0,,0.0,629.0,13.8,3770.0,0.5066,0.48,,M1,2025.0,5.869646882043576,M,0.0,0.1645374414226317,0.17404350191663676,0.9716107671891228,8.999100442254831e-09,1.0,0.5,0.4452652150767199
HD 100655 b,HD 100655,13.5,511.7063,0.68,0.09,907.14,92.9931,4891.0,10.06,2.28,1.309,G9 III,2011.0,0.2079789869430473,G,0.09,0.004600159747933926,0.004911959933653807,5.650222616572702e-95,0.14081560421450645,0.9559974818331,1.0,0.2618137405284749
GJ 676 A c,GJ 676 A,12.3,4288.14086724,9.726,0.295,47.96,0.001,3734.0,0.69,0.626,,M0,2016.0,2.304377941701368,M,0.295,3.726653172078671e-06,0.5851895190659834,9.52971709325703e-78,0.2646835896219244,0.6166385641763439,0.5,0.2801710508563165
HD 25463 b,HD 25463,2.54535814,8.7,0.076,0.0,1198.46,461.4,6353.0,1.4182,1.251,2.3,,2023.0,0.5275608506492143,,0.0,5.235965658191737e-05,1.47177009106113e-05,0.03626690376380692,0.49783026506964934,1.0,,0.18476757731065166
TOI-5160 b,TOI-5160,2.39729851,6.33,,,1016.0,177.537,5622.14,1.03315,1.003,,,2026.0,0.4594490561024836,,0.0,0.0008877626086811804,0.0007180204553330974,0.06642202577963122,0.40127416413252814,1.0,,0.1809145486028423
TOI-1260 c,TOI-1260,2.76,13.2,0.0657,0.0,651.0,29.81,4227.0,0.672,0.679,6.7,K6 V,2021.0,0.6278366802735998,K,0.0,0.048845753761555505,0.14083025205384142,0.013538440136652369,0.648670885080531,1.0,0.9,0.3429522653865408
TOI-3235 b,TOI-3235,11.39953337,211.35589065,0.02709,0.029,604.0,13.8883,3388.8,0.3697,0.3939,,M V,2023.0,0.1426767255795539,M,0.029,0.16309889752298717,0.21816306308494193,5.823340319634489e-66,0.10057163792943412,0.9953386756290242,0.5,0.26899836835358104
Kepler-1730 b,Kepler-1730,4.48524519,18.4,0.1131,0.0,833.0,113.75,5942.0,1.142,1.009,7.4,,2021.0,0.2039197338419227,,0.0,0.002820771934260824,0.015359056176392384,4.7111829305736695e-08,0.1380072106269917,1.0,,0.13832674671048084
Kepler-1583 b,Kepler-1583,0.6,0.156,0.08307,0.0,788.0,124.307,5645.0,0.91,0.94,4.27,,2016.0,0.7222222222222223,,0.0,0.002258774213545673,0.028692701261649033,0.7261490370736908,0.7857421897581358,1.0,,0.3883614825838447
Kepler-306 e,Kepler-306,2.27,5.77,0.227,0.0,390.0,6.185,4954.0,0.719,0.75,2.63,,2014.0,0.4932853772175506,,0.0,0.41905715750680944,0.7962735471294193,0.1064437195026181,0.4482634817941772,1.0,,0.5060401069206206
HD 217958 b,HD 217958,14.2,166.54208527,3.758,0.156,169.89,0.1388,5930.64,1.32619,1.08,,,2022.0,0.0581646293596732,,0.156,0.3600465382073488,0.9134319485333916,7.956743891951627e-106,0.06253409635326718,0.8735411859788501,,0.43094770881379674
Kepler-1839 b,Kepler-1839,1.9493759,4.46,0.0583,0.0,1049.0,286.32,5926.0,0.939,1.03,0.4,,2021.0,0.6020715155304778,,0.0,0.00022860834938343979,0.00037806289019742687,0.28598216431553175,0.6096717257984251,1.0,,0.2568192589509814
OGLE2-TR-L9 b,OGLE2-TR-L9,18.046,1430.175,0.0308,,2034.0,4135.4482,6933.0,1.53,1.52,1.0,,2008.0,0.2433583897270147,,0.0,1.290559351491274e-08,6.59307050434759e-18,5.424503459051348e-176,0.16711335991030413,1.0,,0.1373074579028574
Kepler-694 b,Kepler-694,2.8,8.25,0.0659,0.0,914.0,206.438,5700.0,0.95,0.97,4.07,,2016.0,0.3758199708454811,,0.0,0.0005861027724950919,0.004389620509222666,0.011108996538242316,0.2959685101382429,1.0,,0.15628600013698948
Kepler-150 d,Kepler-150,2.79,8.2,0.104,0.0,734.0,65.142,5560.0,0.939,0.956,1.74,,2014.0,0.3775732712013492,,0.0,0.010362390889308489,0.05681172775546078,0.0116769450598404,0.29799696495023836,1.0,,0.17186826915342493
Kepler-1994 b,Kepler-1994,0.51,0.087,0.053,0.0,1032.0,268.27,5495.0,0.961,0.932,5.01,,2023.0,0.6558563448447429,,0.0,0.0002769663416955585,0.0005278953471810146,0.6186596475026225,0.6906590978282415,1.0,,0.3446737175743632
HD 10442 b,HD 10442,13.6,472.61321,2.01,0.132,234.49,0.5054,4912.0,1.97,1.01,10.65,K0 IV,2014.0,0.1878837117405353,K,0.132,0.8851581145291659,0.994755549153845,1.73008220968259e-96,0.12732146054603397,0.9077375354868296,0.9,0.6587465380663469
Kepler-148 c,Kepler-148,3.6,12.6,0.05,0.0,957.0,187.197,5272.0,0.851,0.86,11.2,,2014.0,0.2700617283950617,,0.0,0.0007683166235140631,0.0021121476617094004,8.364834722972738e-05,0.18918481660153846,1.0,,0.14064672943272963
HATS-32 b,HATS-32,14.000041,292.4036,0.04024,0.471,1437.0,614.5934,5700.0,1.097,1.099,3.5,,2016.0,0.1065601425074931,,0.471,2.0393202292458158e-05,2.602911806491753e-08,1.1502470038634475e-102,0.08253905660781517,0.29157733739266345,,0.044019697536993634
Kepler-547 b,Kepler-547,4.0,15.1,0.058,0.0,768.0,87.713,4828.0,0.73,0.78,2.88,,2016.0,0.2359375,,0.0,0.005280435894094911,0.03726828806016731,3.726653172078671e-06,0.16132271976035303,1.0,,0.14694915752026697
V2376 Ori b,V2376 Ori,87.20586985,6356.56814,71.0,,2100.0,,,,0.45,0.007,M,2025.0,0.0095848550972126,M,0.0,,3.3161493215613567e-19,0.0,0.04663603526830476,1.0,0.5,0.2395514713691073
WASP-38 b,WASP-38,13.78707,1093.3352,0.07522,0.03,1250.0,501.5014,6180.0,1.52,1.76,3.29,F8 V,2010.0,0.4171933609870848,F,0.03,3.998359848016757e-05,4.221531842205881e-06,2.362852989898508e-99,0.3459542691514084,0.9950124791926823,0.75,0.24660751504039755
Kepler-1488 c,Kepler-1488,1.65156749,3.37,0.06959,0.0,1212.0,760.6,5710.0,1.524,1.003,5.75,,2021.0,0.7480677364806244,,0.0,9.838056017074717e-06,1.0669594469288647e-05,0.5545273451895387,0.8200882444088087,1.0,,0.3446104551902197
Kepler-124 c,Kepler-124,1.75,3.71,0.1,0.0,560.0,30.716,4984.0,0.636,0.706,1.82,,2014.0,0.6922448979591836,,0.0,0.04630179803661657,0.3126057396996554,0.45783336177161427,0.7438032270879447,1.0,,0.40005128530847356
Kepler-198 c,Kepler-198,2.47,6.66,0.259,0.0,465.0,11.354,5574.0,0.94,0.995,0.51,,2014.0,0.4419604116283898,,0.0,0.21303380510826417,0.5762290736718,0.04972487341234956,0.37789059013623283,1.0,,0.37204505847943437
Kepler-129 b,Kepler-129,2.4,20.0,0.13,0.01,910.0,158.306,5770.0,1.653,1.178,6.43,G4 V,2014.0,1.4467592592592595,G,0.01,0.0012075630253687143,0.004687703384188438,0.0657285286165305,0.8556167849890105,0.9994445987368581,1.0,0.34989127552907284
LHS 1903 c,LHS 1903,2.046,4.55,0.05387,0.089,559.0,16.2,3664.0,0.539,0.538,7.08,M,2026.0,0.5312445754966668,M,0.089,0.13109376363191905,0.31499453169676334,0.2187981736574941,0.5032534293877605,0.9569486410769396,0.5,0.3605521890253013
HAT-P-57 b,HAT-P-57,19.50366,448.1403,0.0406,0.0,2200.0,2726.6328,6330.0,1.85,2.77,1.0,A8 V,2015.0,0.060403992951027,A,0.0,7.590430945274056e-08,2.905119289218142e-21,3.0035354832697532e-207,0.06336288168029622,1.0,0.4,0.166336307144107
Kepler-446 b,Kepler-446,1.5,2.86,0.0182,0.0,648.0,16.213,3359.0,0.24,0.22,3.72,M4,2015.0,0.8474074074074074,M,0.0,0.13094039462025367,0.1450593224331215,0.7066482778577162,0.9298201855904034,1.0,0.5,0.4710586372722713
HD 8326 b,HD 8326,9.58,66.6,0.533,0.2,287.23,1.1342,4914.0,0.783181,0.8,,K2 V,2019.0,0.0757491391963361,K,0.2,0.9958545093589571,0.9870992757731835,3.9405849814260156e-45,0.0692869350621844,0.8007374029168081,0.9,0.6683859162922753
K2-216 b,K2-216,1.75,8.0,0.028,0.0,1103.0,248.0,4503.0,0.72,0.7,,K5 V,2018.0,1.4927113702623906,K,0.0,0.00034808844407160564,0.00012479976313343742,0.45783336177161427,0.827240545365365,1.0,0.9,0.409402708954504
Kepler-167 d,Kepler-167,1.238,2.06,0.1404,0.0,538.0,14.489,4884.0,0.749,0.777,7.1,K4,2016.0,1.085688621661544,K,0.0,0.15377936754486984,0.3674704028628856,0.9243428538421495,0.9942800622110324,1.0,0.9,0.6312354994483278
Kepler-1549 b,Kepler-1549,2.57,7.13,0.6687,0.0,286.0,1.184,5324.0,0.84,0.88,4.79,,2016.0,0.4200395261317901,,0.0,0.9925549744156004,0.9880593620427125,0.03259904706335246,0.3495506793055203,1.0,,0.6908535215949001
Kepler-1198 b,Kepler-1198,1.47,2.76,0.0732,0.0,830.0,108.069,5517.0,0.9,0.93,4.68,,2016.0,0.8688745524587732,,0.0,0.003200777517641014,0.01603770927535055,0.7357936579875285,0.9476871096174694,1.0,,0.4069825632867447
HD 143811 AB b,HD 143811 A,15.69257298,1938.7532827,63.0,0.19,1042.0,0.0011,6791.0,1.68398,1.32,0.018,,2025.0,0.5016953491128392,,0.19,5.249169859400468e-06,0.0004341534564805849,6.152389565397826e-131,0.4602612500027673,0.8182760289835492,,0.15051984809693247
WASP-104 b,WASP-104,12.745,404.263,0.02918,0.0,1516.0,867.7365,5475.0,0.963,1.076,3.0,G8,2014.0,0.1952740236781265,G,0.0,6.194567580017974e-06,2.332063124498778e-09,6.214189533177622e-84,0.1321655893214617,1.0,1.0,0.2632181080404538
51 Peg b,51 Peg,14.3,146.2018,0.0527,0.013,1311.39,492.82,5758.0,1.17561,1.03,10.0,G5V,1995.0,0.0499970761303833,G,0.013,4.232059615258485e-05,8.746011341099372e-07,2.0058128594964988e-107,0.059586284305165285,0.9990615517293759,1.0,0.2558755386727191
TOI-1801 b,TOI-1801,2.079,5.738,0.075,0.0,493.7,10.7276,3863.0,0.547,0.556,0.7,M0.5+/-0.5 V,2023.0,0.6385531857156415,M,0.0,0.22879920680658394,0.49055340608332115,0.1984930109312949,0.6648047611999216,1.0,0.5,0.4364895612245614
TOI-762 A b,TOI-762 A,8.33948164,79.77493016,0.03418,0.083,555.4,17.0012,3266.0,0.425,0.442,9.3,,2024.0,0.1375464107384174,,0.083,0.12210317779241167,0.32367932207324523,3.217659583421905e-33,0.09783656905682722,0.962450904702723,,0.23681224263377293
TOI-5335 b,TOI-5335,4.02422162,15.3,,,1048.0,200.83,5528.92,0.916633,0.945,,,2026.0,0.2347717087567468,,0.0,0.0006328324449966787,0.00038563759599255694,3.0430152480047728e-06,0.16042643259738998,1.0,,0.1367983382273368
K2-187 e,K2-187,1.9,4.27,0.1106,,698.0,52.0501,5438.0,0.83,0.966999,,,2018.0,0.6225397288234437,,0.0,0.01670896759343581,0.08602541526936378,0.3246524673583498,0.6406715851670804,1.0,,0.2945646787536585
Kepler-1086 c,Kepler-1086,2.94,8.96,0.503,0.0,211.0,0.519,4350.0,0.66,0.7,2.88,,2016.0,0.3525867749108066,,0.0,0.8934364718279217,0.9760904721403703,0.005368416879448601,0.26986737683612516,1.0,,0.6431030981700667
K2-32 e,K2-32,1.212,2.1,0.04899,0.043,1066.0,210.7222,5271.0,0.86,0.83,7.9,G9 V,2019.0,1.1795366381065124,G,0.043,0.0005533690358484768,0.000268808184900559,0.9394861311154251,0.9751320832055088,0.9897803568637765,1.0,0.5345805741259558
Kepler-1800 b,Kepler-1800,0.99679734,0.961,0.05098,0.0,1533.0,242.0,5343.0,2.506,1.33,11.75,,2021.0,0.9702927280309812,,0.0,0.00037354717777097096,1.3596343957407899e-09,0.9999794861482607,0.9972459181864349,1.0,,0.4703692660172532
55 Cnc B c,55 Cnc B,2.16,5.3,0.13,0.0,230.04,0.4613,3286.0,0.274,0.26,10.0,M4.5 V,2025.0,0.5259138596758623,M,0.0,0.8548618152090072,0.992242724173916,0.15429500550156822,0.49541092271379716,1.0,0.5,0.6675640920087283
Kepler-78 b,Kepler-78,1.201,1.68,0.00901,0.0,2223.0,4070.0,5058.0,0.7475,0.779,0.625,G,2013.0,0.969795711973331,G,0.0,1.3834893201119184e-08,9.431659347155082e-22,0.945432768720874,0.9971531256318144,1.0,1.0,0.5388018697660796
Kepler-1944 b,Kepler-1944,2.75971163,8.05,0.0918,0.0,801.0,97.62,5585.0,0.972,1.064,,,2021.0,0.3830052869963726,,0.0,0.0040966332892910925,0.024078161767847283,0.013557538644617917,0.3043330137675812,1.0,,0.1635112938606752
TOI-1742 b,TOI-1742,2.36507598,9.7,0.154,0.3,694.09,58.618,5815.0,1.131,1.0861,3.9,,2024.0,0.7332236121277,,0.3,0.013016018976196794,0.08981526302463093,0.0751626686471848,0.8005909563968729,0.6065306597126334,,0.2081902972816035
K2-105 b,K2-105,3.4,15.4,0.0796,0.0,805.0,100.0,5373.0,0.905,0.94,0.6,K1,2017.0,0.3918176267046611,K,0.0,0.0038659201394728076,0.022794180883612344,0.00033546262790251185,0.3147762775592756,1.0,0.9,0.27207003649309874
BD+45 564 b,BD+45 564,13.6,432.24663352,0.83,0.12,238.82,0.579,5004.0,0.813064,0.81,,K1,2021.0,0.1718362927119377,K,0.12,0.924757021241917,0.9967329434815189,1.73008220968259e-96,0.11726754222752715,0.9231163463866358,0.9,0.6695742328681994
WASP-60 b,WASP-60,9.86392,174.8065,0.05548,0.0,1479.0,925.4935,5900.0,1.17,1.19,1.7,G1 V,2012.0,0.1821415187151534,G,0.0,4.924200685311982e-06,7.360043455081694e-09,4.056681779331296e-48,0.123651389445527,1.0,1.0,0.2623663714667327
HD 11343 c,HIP 8541,13.9,255.53403923,0.923,0.169,613.29,23.9661,4672.0,6.84,2.009,10.97,K2 III/IV,2022.0,0.0951490286708576,K,0.169,0.07111501386036964,0.2009605716219479,4.204243584226447e-101,0.07741224931803616,0.8532759980473611,0.9,0.28603969252602174
Kepler-1762 b,Kepler-1762,2.76022913,8.05,0.204,0.0,714.0,61.49,6572.0,1.238,1.298,0.28,,2021.0,0.3827899047922733,,0.0,0.011746540025271795,0.0718257307596554,0.013523282001306732,0.3040803076436265,1.0,,0.17695819802690943
HD 102329 c,HD 102329,13.5,483.1016,,0.209,,,4830.0,6.3,1.3,1.6,K0 III,2016.0,0.1963528323934359,K,0.209,,,5.650222616572702e-95,0.13288417348359913,0.7845286226805064,0.9,0.41225687202983735
HD 7449 b,HD 7449,12.6,2597.92939882,2.438,0.752,183.23,0.2125,6024.0,0.97,1.196,2.1,F9.5 V,2011.0,1.29872053994849,F,0.752,0.5334461094286911,0.9376423794551884,6.842059184017448e-82,0.9326604928102243,0.043209759759523694,0.75,0.5309770285051852
HD 197037 b,HD 197037,13.9,251.0,2.07,0.22,216.67,0.4042,6150.0,1.105,1.11,1.9,F7 V,2012.0,0.0934607626770588,F,0.22,0.8065790080146894,0.9818027452228539,4.204243584226447e-101,0.07667597599944095,0.7642281651714904,0.75,0.5945957151653363
K2-270 b,K2-270,1.38,2.48,0.0247,,1203.0,497.0717,4877.0,0.77,0.85,,,2018.0,0.9436575558051684,,0.0,4.115518670724252e-05,1.3219731947926079e-05,0.8182760289835493,0.9901288211640318,1.0,,0.42668355371315225
Kepler-1529 b,Kepler-1529,2.1,5.06,0.0525,0.0,817.0,115.765,5048.0,0.77,0.81,4.79,,2016.0,0.5463772810711586,,0.0,0.002700342583625648,0.019292285075657487,0.18627046369770087,0.5256906223213723,1.0,,0.22865493839142978
Kepler-98 b,Kepler-98,1.99,3.55,0.02614,0.0,1592.0,1107.389,5539.0,1.11,0.99,2.79,,2014.0,0.4504733713769727,,0.0,2.5692562887842487e-06,1.9763237558146392e-10,0.2563401514150736,0.3891906369442091,1.0,,0.22375027803651093
HD 140901 b,HD 140901,4.07,15.57359194,0.085,0.472,904.37,109.3426,5610.0,0.95,0.99,3.2,G7 IV,2022.0,0.2309965871265969,G,0.472,0.0031099707772599358,0.005138379810087788,2.065498639291806e-06,0.1575488786607181,0.2900537904507169,1.0,0.1965658486672039
Pr0201 b,Pr0201,14.2,171.6282,0.06,0.0,1303.39,487.9693,6174.0,1.15,1.24,,,2012.0,0.059940949006876,,0.0,4.370137994133168e-05,1.0794921042868743e-06,7.956743891951627e-106,0.06319077614954217,1.0,,0.12509437512748284
WASP-6 b,WASP-6,12.5428494,148.42586607,0.04217,0.054,1167.0,288.0,5438.0,0.79,0.854,3.2,,2009.0,0.075217859143453,,0.054,0.00022467645263333925,3.053002293467849e-05,4.295150521021805e-81,0.0690745602026089,0.9839305142725083,,0.12395621478265528
WASP-189 b,WASP-189,18.14733975,632.47852993,0.05053,0.0,3353.0,8083.7169,8000.0,2.36,2.03,0.73,,2020.0,0.105829532440491,,0.0,6.161479558863078e-10,7.900767674066953e-53,4.40788884911635e-178,0.08220286871672616,1.0,,0.12731798473612896
Kepler-362 b,Kepler-362,0.88,0.615,0.087,0.0,838.0,207.336,5788.0,0.722,0.904,12.88,,2014.0,0.9024582081142,,0.0,0.000579038665175789,0.014284039270340053,0.9716107671891228,0.9707051589207222,1.0,,0.4639932198238338
TOI-2295 b,TOI-2295,16.47720163,278.09985612,0.1992,0.334,747.0,42.0912,5730.0,1.459,1.168,10.5,,2024.0,0.0621656380819146,,0.334,0.025632728622184076,0.048518990547354,3.238653049559295e-145,0.06402116594018259,0.5380759511970942,,0.08979022585734646
HD 99283 b,HD 99283,13.8,308.29355479,1.08,0.2,759.06,55.3069,4886.0,11.21,1.76,,K0 III,2021.0,0.1173078799933943,K,0.2,0.014721532044050618,0.04175416613496076,1.4923747614759729e-99,0.08761270051459574,0.8007374029168081,0.9,0.2358662265811452
HD 39194 b,HD 39194,1.99,4.62,0.05895,0.101,915.16,112.2269,5205.0,0.783742,0.86,10.0,K0 V,2021.0,0.5862498523272153,K,0.101,0.0029165387064835663,0.004306454565523649,0.2563401514150736,0.5856890848215263,0.944903737059804,0.9,0.3409177380608734
Kepler-656 c,Kepler-656,1.41,2.57,0.0602,0.0,975.0,213.25,5550.0,0.954,1.05,2.4,,2023.0,0.9168024925612358,,0.0,0.0005351570931774974,0.001533810679324463,0.7917795893122607,0.9786015620812618,1.0,,0.41959602997616186
