pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year
Kepler-1079 b,Kepler-1079,1.63,3.29,0.1092,0.0,887.0,195.353,5758.0,1.36,1.08,6.61,,2016.0
Kepler-211 b,Kepler-211,1.26,2.13,0.048,0.0,954.0,158.188,5123.0,0.816,0.867,1.55,,2014.0
Kepler-870 b,Kepler-870,2.78,8.15,0.1539,0.0,691.0,54.869,5857.0,1.02,1.01,3.8,,2016.0
Kepler-257 c,Kepler-257,5.41,25.2,0.066,0.0,881.0,88.6,5180.0,1.037,0.916,1.48,,2014.0
Kepler-117 b,Kepler-117,8.059,29.875,0.1445,0.0493,984.0,157.541,6150.0,1.606,1.129,5.3,F8 V,2014.0
Kepler-1976 b,Kepler-1976,12.21,,0.0565,0.0,1103.0,349.4,5712.0,1.082,0.976,0.3,,2023.0
Kepler-1676 b,Kepler-1676,3.3769596,11.3,0.1954,0.0,782.0,33.45,5878.3,1.06066,1.07,0.3,,2020.0
Kepler-1724 b,Kepler-1724,2.83677238,8.43,0.0683,0.0,999.0,234.98,6092.0,0.943,1.016,0.3,,2021.0
TOI-5398 b,TOI-5398,10.3,58.7,0.098,0.13,947.0,118.413,6000.0,1.051,1.146,0.65,G V,2022.0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,4.42,17.9,2.62,,,,,,0.55,,,2019.0
TOI-5515 b,TOI-5515,2.65362762,7.53,,,778.1,86.6267,5483.65,0.835682,0.963,,,2026.0
K2-348 b,K2-348,3.26,10.7,,,908.0,133.083,5077.0,0.85,0.83,,,2021.0
TOI-640 b,TOI-640,19.2794468,181.16219199,0.06608,0.013,1816.0,1150.12,6460.0,2.082,1.536,1.99,,2021.0
Kepler-187 b,Kepler-187,1.41,2.57,0.059,0.0,1244.0,902.239,6105.0,1.287,1.081,6.46,,2014.0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,12.9,1452.47581999,1.16,,,,,,0.74,,,2022.0
HIP 66074 b,HIP 66074,12.9,1589.142035,0.799,0.948,192.69,0.2381,4300.0,0.69,0.705,7.9,,2023.0
HD 147018 b,HD 147018,13.4,674.0,0.2388,0.4686,519.98,12.4842,5441.0,0.937948,0.927,6.36,G9 V,2009.0
HD 160691 c,HD 160691,,1398.4449908,4.17,0.039,157.21,0.1092,5773.0,1.33,1.13,5.7,G3 IV-V,2004.0
HD 216520 b,HD 216520,3.18,10.26,0.198,0.09,482.1,9.0089,5103.0,0.76,0.82,6.0,K2,2020.0
Kepler-573 b,Kepler-573,2.79,8.2,0.14527,0.0,646.0,46.44,5746.0,1.02,0.99,5.89,,2016.0
Kepler-520 c,Kepler-520,1.07,1.24,0.06035,0.0,1107.0,351.69,6112.0,1.09,1.1,2.04,,2016.0
Kepler-975 b,Kepler-975,1.48,2.79,0.02898,0.0,1599.0,328.698,4897.0,0.75,0.8,3.89,,2016.0
Kepler-476 b,Kepler-476,3.08,9.69,0.1126,0.0,807.0,100.09,5837.0,1.09,1.03,5.37,,2016.0
Kepler-1073 c,Kepler-1073,1.64,3.33,0.0483,0.0,1169.0,357.082,5792.0,1.0,1.0,3.72,,2016.0
Kepler-684 b,Kepler-684,3.36,11.2,0.064,0.0,812.0,102.87,5493.0,0.86,0.89,4.37,,2016.0
Kepler-351 b,Kepler-351,3.06,4.8,0.214,0.0,498.0,11.983,5643.0,0.854,0.81,2.9,,2014.0
Kepler-1295 b,Kepler-1295,1.55,3.02,0.0464,0.0,1029.0,279.941,5486.0,0.89,0.92,4.68,,2016.0
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,13.1,1032.94232275,2.68,,,,,,0.44,,,2026.0
HD 158259 e,HD 158259,2.34,6.08,,,,,5801.89,1.21,1.08,,G0,2020.0
HATS-54 b,HATS-54,11.37711541,239.32479047,0.037,0.0,1429.0,476.965,5621.0,1.23,1.05,7.96,G6 V,2019.0
WASP-159 b,WASP-159,15.46842,174.8065,0.0538,0.0,1850.0,1599.92,6120.0,2.11,1.41,3.4,F9,2018.0
K2-26 b,K2-26,2.67,7.61,0.0962,,430.0,5.8,3785.0,0.52,0.56,1.0,M1.0 V,2016.0
Kepler-670 b,Kepler-670,13.18,,0.0383,0.0,1219.0,528.223,5709.0,0.99,0.99,4.79,,2016.0
Kepler-118 b,Kepler-118,1.96,4.5,0.073,0.0,784.0,79.753,5274.0,1.094,0.811,13.9,,2014.0
GJ 357 b,GJ 357,1.2,1.83,0.036,,518.0,12.6,3505.0,0.337,0.342,,M2.5 V,2019.0
BD-210397 b,BD-210397,14.0,214.0,2.63,0.1,104.11,0.02,4051.0,0.747,0.679,6.2,K7 V,2023.0
LHS 1903 d,LHS 1903,2.5,5.96,0.08604,0.112,442.0,6.35,3664.0,0.539,0.538,7.08,M,2026.0
CoRoT-24 b,CoRoT-24,3.7,5.7,0.056,0.0,1070.0,79.826,4950.0,0.86,0.91,11.0,K1 V,2014.0
HIP 948 b,HIP 948,12.1,6547.2651842,15.037,0.23,46.4,0.0008,4497.0,0.688488,0.71,,,2022.0
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,12.1,6356.56814,1.16,,,,,,0.11,,,2024.0
Kepler-1062 b,Kepler-1062,1.76,3.75,0.0748,0.0,583.0,33.76,4597.0,0.7,0.75,2.45,,2016.0
K2-167 b,K2-167,2.36509493,6.5,0.0932,0.48,1220.0,317.0,6310.0,1.499,1.084,5.3,F7 V,2018.0
Kepler-495 b,Kepler-495,5.23,23.8,0.0427,0.0,1200.0,310.021,5346.0,0.83,0.86,4.37,,2016.0
Kepler-574 b,Kepler-574,2.39,6.3,0.0723,0.0,858.0,120.47,5612.0,0.91,0.95,4.17,,2016.0
Kepler-1151 b,Kepler-1151,2.22,5.56,0.3197,0.0,485.0,4.86,5470.0,0.85,0.88,4.37,,2016.0
TOI-3819 b,TOI-3819,13.13692538,352.78953177,0.04611,0.0,1633.0,1186.0,5859.0,1.538,1.242,4.5,,2023.0
Kepler-1162 b,Kepler-1162,2.21,5.52,0.19,0.0,490.0,12.245,5390.0,0.84,0.89,4.37,,2016.0
GJ 414 A c,GJ 414 A,8.4,53.83,1.4,0.105,124.7,0.0607,4120.0,0.68,0.65,12.4,K7 V,2021.0
Kepler-401 b,Kepler-401,1.71,3.57,0.122,0.0,889.0,254.25,6117.0,1.333,1.173,3.55,,2014.0
Kepler-37 e,Kepler-37,0.37,8.1,0.25,0.0,401.0,7.6252,5288.0,0.772,0.8,3.8,,2014.0
HD 28185 c,HD 28185,12.8,1906.970442,8.5,0.15,94.85,0.0134,5602.0,1.048,0.974,8.3,G5,2022.0
HD 10180 c,HD 10180,,2741.58783878,0.06412,0.073,1185.4,362.4092,5911.0,1.109,1.06,4.3,G1 V,2010.0
HAT-P-19 b,HAT-P-19,11.29865255,88.03846874,0.04599,0.07,981.2,154.0,4962.0,0.773,0.807,7.2,K1,2010.0
TOI-1634 b,TOI-1634,1.759,4.9,0.01544,0.0,900.0,121.0,3550.0,0.45,0.502,,M2,2021.0
HD 19994 b,HD 19994,13.6,435.41,1.305,0.063,350.1,2.2324,6188.0,1.79647,1.365,2.4,F8 V,2003.0
Kepler-82 b,Kepler-82,4.07,12.15,0.1683,0.0033,562.0,19.558,5401.0,0.898,0.91,1.41,,2012.0
Kepler-446 c,Kepler-446,1.11,1.41,0.0283,0.0,520.0,6.705,3359.0,0.24,0.22,3.72,M4,2015.0
KOI-1257 b,KOI-1257,10.54,460.83,0.382,0.772,511.0,7.28,5520.0,1.13,0.99,9.3,G5 V,2014.0
Kepler-138 e,Kepler-138,0.797,0.43,0.1803,0.112,292.0,1.73,3841.0,0.535,0.535,2.21,M1 V,2022.0
TOI-5789 c,TOI-5789,2.86,5.0,0.1009,0.067,718.0,8.7194,5185.0,0.833,0.821,9.4,K1 V,
HD 222582 b,HD 222582,12.6,2660.2371,1.34,0.73,256.39,0.7253,5790.0,1.13,1.12,10.24,G5 V,1999.0
Kepler-1650 b,Kepler-1650,0.96,0.84,0.0167,0.01,602.0,54.562,3410.0,0.334,0.326,3.82,,2017.0
Kepler-210 c,Kepler-210,3.62,12.8,0.07,0.0,497.0,25.44,4559.0,0.65,0.77,1.78,M0 V,2014.0
TOI-1269 b,TOI-1269,2.40144286,6.4,0.0496,0.0,1004.9,231.2034,5499.0,0.8521,0.9027,3.1,,2024.0
Kepler-1551 b,Kepler-1551,2.66,7.56,0.1772,0.0,722.0,60.421,6136.0,1.22,1.14,2.88,,2016.0
K2-159 b,K2-159,2.26,5.73,0.1013,,684.0,49.2934,5425.0,0.83,0.9,,,2018.0
Kepler-1352 b,Kepler-1352,0.89,0.64,0.02883,0.0,1701.0,1892.586,6118.0,1.16,1.11,3.16,,2016.0
TOI-2236 b,TOI-2236,14.36991326,502.16888306,0.05009,0.0,1688.0,1356.0,6248.0,1.573,1.343,2.52,,2022.0
HD 132563 b,HD 132563,13.6,473.547,2.62,0.22,213.27,0.3447,6289.0,1.29577,1.231,2.31,F8,2011.0
Kepler-1439 b,Kepler-1439,1.46,2.73,0.0594,0.0,420.0,9.081,3578.0,0.43,0.46,4.07,,2016.0
Kepler-1202 b,Kepler-1202,2.94,8.96,0.179,0.0,547.0,23.876,5834.0,1.04,1.03,4.17,,2016.0
HIP 113103 b,HIP 113103,1.829,4.0,0.06899,0.17,721.0,55.7356,4930.0,0.742,0.761,0.47,,2023.0
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,12.4,3690.0,4.3,,,,,,0.39,,,2013.0
HAT-P-44 c,HAT-P-44,13.0,1271.3,1.752,0.494,187.92,0.2084,5295.0,0.949,0.942,7.5,,2014.0
GJ 9827 c,GJ 9827,1.13,1.86,0.0395,0.0,715.94,73.0,4236.0,0.58,0.62,5.465,K7 V,2017.0
K2-149 b,K2-149,1.64,3.33,0.083,,472.41,7.0,3745.0,0.568,0.595,,M1.0 V,2018.0
Kepler-139 d,Kepler-139,1.695,2.0,0.0755533961,0.0,972.0,172.3,5622.0,1.045,1.078,5.1,,2023.0
Kepler-1474 b,Kepler-1474,2.16,5.31,0.2108,0.0,561.0,21.392,5870.0,1.04,1.04,3.8,,2016.0
HD 14067 b,HD 14067,12.2,4862.7746271,5.15,0.65,360.28,2.9812,4815.0,12.4,2.4,0.69,G9 III,2014.0
Kepler-128 c,Kepler-128,1.521,3.38,0.16517,0.037,843.0,130.979,6072.0,1.659,1.184,4.07,,2013.0
